Person_ID,HouseID,Age
590,226,13
591,226,46
592,226,33
593,227,21
594,228,4
595,228,33
596,228,18
597,229,18
598,229,32
599,230,20
600,230,24
601,231,41
602,232,31
603,232,21
604,232,46
605,232,31
606,233,52
607,234,23
608,234,43
609,235,14
610,235,21
611,235,58
612,236,39
613,236,68
614,237,16
615,237,8
616,237,7
617,237,26
618,237,20
619,238,18
620,238,47
621,239,26
622,239,27
623,239,33
624,239,24
625,239,46
626,239,35
627,240,13
628,240,7
629,240,16
630,240,18
631,240,21
632,240,40
633,241,61
634,241,30
635,242,56
636,243,34
637,244,32
638,244,27
639,245,22
640,246,51
641,247,45
642,248,51
643,248,25
644,248,20
645,249,18
646,249,19
647,250,4
648,250,5
649,250,31
650,251,51
651,251,29
652,251,35
653,251,59
654,251,26
655,252,26
656,253,15
657,253,19
658,253,23
659,254,31
660,255,12
661,255,17
662,255,18
663,255,33
664,255,59
665,256,9
666,256,11
667,256,42
668,256,21
669,257,14
670,257,40
671,257,92
672,258,18
673,259,4
674,259,10
675,259,46
676,260,28
677,261,25
678,262,54
679,263,25
680,263,27
681,264,44
682,265,25
683,266,23
684,267,14
685,267,45
686,268,23
687,269,6
688,269,19
689,270,55
690,270,47
691,271,14
692,271,24
693,272,8
694,272,14
695,272,18
696,272,38
697,273,35
698,274,42
699,274,32
700,274,22
701,274,25
702,274,58
703,274,59
704,275,28
705,276,100
706,276,28
707,277,23
708,278,25
709,279,18
710,279,30
711,279,20
712,279,47
713,279,20
714,279,70
715,280,19
716,281,27
717,281,48
718,281,31
719,281,26
720,281,20
721,282,59
722,283,19
723,283,49
724,283,32
725,284,18
726,285,21
727,285,65
728,286,40
729,287,16
730,287,6
731,287,20
732,287,28
733,288,14
734,288,13
735,288,26
736,289,24
737,290,30
738,291,8
739,291,37
740,291,63
741,292,17
742,292,88
743,293,36
744,294,31
745,294,25
746,295,17
747,295,9
748,295,32
749,295,75
750,296,15
751,296,19
752,296,48
753,297,6
754,297,18
755,297,43
756,298,63
757,298,95
758,298,67
759,299,6
760,299,27
761,300,37
762,301,7
763,301,7
764,301,18
765,301,28
766,301,43
767,302,28
768,302,58
769,303,13
770,303,5
771,303,35
772,303,43
773,304,41
774,305,37
775,305,46
776,306,63
777,306,19
778,306,56
779,306,21
780,306,40
781,307,47
782,307,19
783,308,4
784,308,19
785,309,87
786,309,18
787,309,40
788,309,94
789,309,27
790,309,44
791,310,24
792,310,27
793,311,11
794,311,13
795,311,21
796,311,49
797,312,35
798,313,19
799,314,66
800,314,55
801,314,18
802,314,100
803,314,36
804,314,20
805,315,15
806,315,7
807,315,29
808,315,20
809,316,8
810,316,39
811,316,27
812,317,35
813,318,100
814,318,23
815,318,76
816,319,22
817,320,14
818,320,21
819,320,27
820,321,33
821,321,41
822,321,18
823,321,40
824,321,20
825,322,11
826,322,71
827,323,52
828,323,21
829,323,27
830,324,14
831,324,7
832,324,44
833,325,18
834,326,38
835,326,47
836,327,6
837,327,23
838,328,22
839,329,18
840,329,8
841,329,42
842,330,16
843,330,20
844,330,20
845,331,8
846,331,12
847,331,59
848,332,4
849,332,26
850,332,24
851,333,21
852,333,24
853,333,27
854,334,41
855,335,32
856,336,10
857,336,33
858,337,35
859,338,14
860,338,9
861,338,40
862,339,31
863,340,22
864,341,35
865,341,18
866,342,58
867,343,100
868,343,39
869,344,14
870,344,13
871,344,4
872,344,18
873,345,16
874,345,46
875,346,4
876,346,14
877,346,16
878,346,21
879,346,73
880,347,7
881,347,10
882,347,14
883,347,18
884,347,24
885,347,26
886,348,55
887,348,29
888,349,14
889,349,28
890,349,22
891,350,29
892,351,22
893,352,5
894,352,18
895,352,23
896,353,9
897,353,38
898,353,63
899,354,23
900,355,15
901,355,44
902,355,27
903,356,39
904,356,32
905,357,13
906,357,13
907,357,10
908,357,13
909,357,50
910,357,27
911,358,4
912,358,7
913,358,17
914,358,14
915,358,23
916,359,61
917,360,14
918,360,8
919,360,30
920,360,35
921,361,23
922,362,38
923,362,22
924,363,16
925,363,36
926,364,20
927,364,35
928,364,28
929,364,31
930,364,22
931,364,19
932,365,10
933,365,50
934,365,51
935,366,39
936,366,96
937,367,21
938,368,63
939,369,31
940,370,18
941,371,20
942,372,7
943,372,14
944,372,100
945,373,54
946,374,75
947,374,19
948,375,23
949,376,49
950,377,14
951,377,18
952,377,24
953,378,43
954,379,12
955,379,8
956,379,14
957,379,26
958,380,23
959,380,49
960,380,20
961,381,29
962,381,32
963,381,44
964,381,66
965,381,36
966,382,37
967,382,62
968,382,82
969,382,53
970,383,78
971,383,21
972,384,12
973,384,84
974,384,38
975,385,9
976,385,6
977,385,23
978,386,37
979,386,71
980,386,51
981,386,41
982,386,36
983,387,35
984,388,16
985,388,12
986,388,17
987,388,32
988,389,18
989,389,5
990,389,18
991,389,7
992,389,30
993,389,23
994,390,66
995,391,16
996,391,20
997,392,4
998,392,7
999,392,67
1000,393,13
1001,393,10
1002,393,44
1003,393,19
1004,394,10
1005,394,14
1006,394,18
1007,395,34
1008,396,23
1009,397,42
1010,397,27
1011,397,43
1012,397,42
1013,398,73
1014,398,23
1015,399,20
1016,399,56
1017,400,12
1018,400,17
1019,400,38
1020,401,62
1021,401,48
1022,401,36
1023,401,39
1024,401,27
1025,402,20
1026,403,25
1027,404,6
1028,404,35
1029,404,19
1030,405,12
1031,405,7
1032,405,15
1033,405,18
1034,406,31
1035,407,35
1036,408,15
1037,408,18
1038,409,8
1039,409,10
1040,409,10
1041,409,5
1042,409,39
1043,410,45
1044,411,11
1045,411,42
1046,411,20
1047,412,46
1048,412,20
1049,412,23
1050,412,24
1051,413,43
1052,414,38
1053,414,29
1054,415,8
1055,415,37
1056,415,23
1057,416,11
1058,416,48
1059,417,76
1060,417,36
1061,418,14
1062,418,19
1063,419,15
1064,419,21
1065,420,6
1066,420,67
1067,421,6
1068,421,12
1069,421,18
1070,421,34
1071,421,44
1072,422,21
1073,423,10
1074,423,13
1075,423,25
1076,424,15
1077,424,13
1078,424,49
1079,424,49
1080,425,20
1081,426,14
1082,426,28
1083,426,29
1084,427,47
1085,427,23
1086,427,18
1087,427,21
1088,428,36
1089,428,40
1090,428,30
1091,429,12
1092,429,8
1093,429,53
1094,429,18
1095,430,8
1096,430,68
1097,431,18
1098,432,8
1099,432,26
1100,433,16
1101,433,12
1102,433,52
1103,433,34
1104,434,9
1105,434,15
1106,434,4
1107,434,39
1108,434,71
1109,435,35
1110,436,18
1111,436,5
1112,436,13
1113,436,40
1114,436,49
1115,437,31
1116,437,20
1117,437,22
1118,437,72
1119,438,34
1120,438,19
1121,438,26
1122,439,14
1123,439,41
1124,439,88
1125,440,25
1126,440,49
1127,441,30
1128,441,61
1129,441,18
1130,441,38
1131,441,82
1132,442,31
1133,443,63
1134,444,14
1135,444,29
1136,444,52
1137,445,69
1138,446,100
1139,447,13
1140,447,39
1141,448,24
1142,448,18
1143,448,60
1144,449,14
1145,449,14
1146,449,14
1147,449,58
1148,450,23
1149,451,24
1150,451,34
1151,452,32
1152,453,15
1153,453,7
1154,453,18
1155,453,6
1156,453,18
1157,453,56
1158,454,56
1159,455,14
1160,455,30
1161,455,20
1162,456,51
1163,456,60
1164,457,23
1165,458,60
1166,459,87
1167,459,28
1168,459,18
1169,459,77
1170,459,40
1171,459,26
1172,460,100
1173,461,11
1174,461,5
1175,461,29
1176,461,19
1177,462,19
1178,462,30
1179,463,19
1180,464,10
1181,464,32
1182,465,12
1183,465,14
1184,465,47
1185,465,80
1186,466,45
1187,467,15
1188,467,8
1189,467,19
1190,467,38
1191,468,38
1192,469,26
1193,469,42
1194,470,28
1195,471,11
1196,471,28
1197,472,14
1198,472,18
1199,472,75
1200,473,16
1201,473,45
1202,473,39
1203,474,27
1204,475,13
1205,475,15
1206,475,23
1207,476,68
1208,477,16
1209,477,6
1210,477,13
1211,477,20
1212,478,17
1213,478,19
1214,479,11
1215,479,17
1216,479,39
1217,479,73
1218,480,12
1219,480,18
1220,480,13
1221,480,30
1222,481,19
1223,481,30
1224,481,35
1225,481,61
1226,481,52
1227,482,8
1228,482,16
1229,482,20
1230,482,39
1231,483,21
1232,484,30
1233,484,32
1234,484,34
1235,485,23
1236,486,17
1237,486,7
1238,486,24
1239,486,27
1240,487,11
1241,487,13
1242,487,8
1243,487,51
1244,488,11
1245,488,23
1246,489,33
1247,489,18
1248,489,20
1249,490,15
1250,490,34
1251,491,15
1252,491,42
1253,492,26
1254,492,23
1255,492,27
1256,492,32
1257,493,18
1258,493,25
1259,494,9
1260,494,11
1261,494,14
1262,494,30
1263,495,44
1264,496,36
1265,497,55
1266,498,19
1267,499,4
1268,499,6
1269,499,56
1270,499,31
1271,500,13
1272,500,27
1273,501,49
1274,501,22
1275,501,20
1276,501,41
1277,501,22
1278,502,15
1279,502,50
1280,503,4
1281,503,27
1282,504,24
1283,504,27
1284,505,41
1285,506,17
1286,506,14
1287,506,17
1288,506,31
1289,506,25
1290,507,84
1291,507,34
1292,508,40
1293,508,49
1294,508,38
1295,509,34
1296,509,25
1297,509,49
1298,509,18
1299,509,37
1300,509,25
1301,510,10
1302,510,14
1303,510,11
1304,510,37
1305,510,50
1306,511,34
1307,511,22
1308,511,98
1309,511,51
1310,511,19
1311,512,14
1312,512,14
1313,512,13
1314,512,8
1315,512,30
1316,512,25
1317,513,8
1318,513,40
1319,513,82
1320,514,7
1321,514,21
1322,515,9
1323,515,8
1324,515,9
1325,515,30
1326,516,27
1327,517,16
1328,517,13
1329,517,20
1330,518,67
1331,519,55
1332,520,44
1333,521,11
1334,521,21
1335,522,16
1336,522,8
1337,522,18
1338,522,27
1339,522,36
1340,523,14
1341,523,12
1342,523,84
1343,523,21
1344,524,27
1345,525,15
1346,525,20
1347,526,37
1348,526,28
1349,526,100
1350,526,29
1351,526,26
1352,527,30
1353,528,22
1354,529,11
1355,529,55
1356,529,39
1357,530,30
1358,530,42
1359,531,16
1360,531,12
1361,531,23
1362,532,27
1363,532,34
1364,532,56
1365,532,20
1366,533,57
1367,534,5
1368,534,31
1369,534,22
1370,535,5
1371,535,11
1372,535,13
1373,535,6
1374,535,35
1375,535,57
1376,536,17
1377,536,18
1378,536,8
1379,536,33
1380,536,26
1381,537,10
1382,537,21
1383,537,66
1384,538,18
1385,538,55
1386,539,76
1387,540,11
1388,540,29
1389,541,6
1390,541,20
1391,542,41
1392,542,37
1393,542,41
1394,542,40
1395,543,7
1396,543,36
1397,543,23
1398,544,9
1399,544,11
1400,544,31
1401,544,53
1402,545,24
1403,546,31
1404,546,36
1405,547,31
1406,547,58
1407,547,22
1408,548,15
1409,548,11
1410,548,37
1411,549,16
1412,549,13
1413,549,37
1414,549,47
1415,550,51
1416,550,19
1417,551,11
1418,551,66
1419,552,16
1420,552,6
1421,552,19
1422,553,94
1423,553,22
1424,554,9
1425,554,8
1426,554,100
1427,555,63
1428,556,5
1429,556,6
1430,556,17
1431,556,14
1432,556,34
1433,557,83
1434,557,58
1435,558,7
1436,558,16
1437,558,11
1438,558,27
1439,558,21
1440,559,27
1441,559,52
1442,559,41
1443,559,79
1444,559,28
1445,559,43
1446,560,10
1447,560,48
1448,561,13
1449,561,15
1450,561,11
1451,561,11
1452,561,25
1453,561,18
1454,562,24
1455,563,28
1456,564,34
1457,565,15
1458,565,42
1459,565,55
1460,566,51
1461,567,28
1462,568,25
1463,568,86
1464,569,20
1465,570,8
1466,570,41
1467,571,18
1468,571,24
1469,572,18
1470,572,18
1471,572,42
1472,573,25
1473,574,66
1474,575,7
1475,575,9
1476,575,15
1477,575,24
1478,576,19
1479,576,19
1480,577,5
1481,577,5
1482,577,22
1483,577,64
1484,578,61
1485,578,63
1486,579,33
1487,579,20
1488,579,18
1489,579,88
1490,579,35
1491,579,21
1492,580,6
1493,580,14
1494,580,37
1495,581,48
1496,582,30
1497,582,31
1498,583,7
1499,583,18
1500,583,43
1501,583,91
1502,584,40
1503,584,21
1504,584,23
1505,584,75
1506,584,28
1507,584,19
1508,585,23
1509,586,23
1510,587,17
1511,587,52
1512,587,58
1513,588,71
1514,588,26
1515,589,41
1516,590,19
1517,591,23
1518,592,6
1519,592,15
1520,592,4
1521,592,13
1522,592,25
1523,592,82
1524,593,16
1525,593,15
1526,593,35
1527,593,20
1528,594,25
1529,595,12
1530,595,4
1531,595,46
1532,595,99
1533,596,41
1534,597,12
1535,597,4
1536,597,8
1537,597,42
1538,597,24
1539,598,24
1540,599,17
1541,599,18
1542,599,31
1543,599,21
1544,600,48
1545,601,36
1546,602,60
1547,603,14
1548,603,5
1549,603,19
1550,604,23
1551,605,58
1552,606,73
1553,607,6
1554,607,17
1555,607,26
1556,607,37
1557,608,61
1558,608,23
1559,608,54
1560,609,30
1561,610,16
1562,610,36
1563,610,22
1564,611,20
1565,612,13
1566,612,35
1567,612,33
1568,613,18
1569,614,10
1570,614,17
1571,614,15
1572,614,90
1573,614,20
1574,615,37
1575,616,36
1576,617,39
1577,617,20
1578,618,25
1579,619,24
1580,619,18
1581,619,19
1582,619,59
1583,619,21
1584,619,68
1585,620,6
1586,620,9
1587,620,26
1588,620,28
1589,621,46
1590,622,8
1591,622,31
1592,622,20
1593,623,34
1594,623,60
1595,623,92
1596,624,38
1597,624,57
1598,625,20
1599,626,13
1600,626,18
1601,626,32
1602,627,21
1603,628,21
1604,629,32
1605,630,5
1606,630,10
1607,630,37
1608,631,9
1609,631,12
1610,631,24
1611,631,39
1612,632,49
1613,632,28
1614,632,20
1615,632,46
1616,633,18
1617,633,77
1618,634,26
1619,634,50
1620,634,57
1621,634,19
1622,634,25
1623,634,62
1624,635,20
1625,636,25
1626,637,11
1627,637,15
1628,637,26
1629,637,32
1630,638,35
1631,639,9
1632,639,5
1633,639,26
1634,639,20
1635,640,100
1636,640,28
1637,641,22
1638,641,34
1639,642,25
1640,642,24
1641,642,28
1642,642,28
1643,643,42
1644,643,24
1645,644,40
1646,645,9
1647,645,10
1648,645,18
1649,645,18
1650,645,19
1651,646,77
1652,647,10
1653,647,13
1654,647,61
1655,647,20
1656,648,24
1657,648,45
1658,648,24
1659,649,20
1660,649,35
1661,650,20
1662,650,35
1663,651,60
1664,652,22
1665,652,38
1666,652,44
1667,653,29
1668,653,37
1669,654,68
1670,655,38
1671,656,87
1672,657,10
1673,657,5
1674,657,31
1675,658,18
1676,658,46
1677,658,29
1678,659,27
1679,660,11
1680,660,14
1681,660,14
1682,660,31
1683,660,23
1684,661,5
1685,661,52
1686,661,47
1687,662,30
1688,663,40
1689,664,26
1690,665,7
1691,665,31
1692,665,25
1693,666,19
1694,666,30
1695,667,22
1696,668,100
1697,668,25
1698,668,70
1699,669,11
1700,669,10
1701,669,8
1702,669,19
1703,670,9
1704,670,13
1705,670,5
1706,670,25
1707,670,43
1708,671,25
1709,671,25
1710,671,21
1711,672,22
1712,673,18
1713,673,40
1714,674,18
1715,674,5
1716,674,42
1717,675,6
1718,675,34
1719,675,66
1720,676,9
1721,676,34
1722,677,19
1723,678,40
1724,679,88
1725,680,43
1726,681,50
1727,681,25
1728,681,77
1729,681,21
1730,681,34
1731,682,25
1732,682,21
1733,683,34
1734,683,68
1735,683,18
1736,684,34
1737,684,43
1738,684,18
1739,684,77
1740,684,48
1741,684,38
1742,685,16
1743,685,33
1744,686,19
1745,686,22
1746,686,26
1747,686,22
1748,686,41
1749,687,14
1750,687,8
1751,687,33
1752,687,42
1753,688,28
1754,689,36
1755,690,15
1756,690,26
1757,691,29
1758,691,49
1759,692,27
1760,693,49
1761,694,25
1762,694,39
1763,695,69
1764,696,26
1765,696,49
1766,696,21
1767,696,25
1768,696,20
1769,697,11
1770,697,6
1771,697,37
1772,698,37
1773,698,29
1774,699,35
1775,700,16
1776,700,27
1777,700,100
1778,701,21
1779,701,81
1780,702,20
1781,702,25
1782,702,34
1783,702,22
1784,703,24
1785,704,35
1786,705,52
1787,705,25
1788,706,16
1789,706,8
1790,706,5
1791,706,42
1792,706,28
1793,707,32
1794,708,7
1795,708,20
1796,708,66
1797,709,5
1798,709,11
1799,709,9
1800,709,82
1801,709,28
1802,710,83
1803,711,69
1804,711,33
1805,712,29
1806,713,66
1807,714,11
1808,714,17
1809,714,20
1810,714,48
1811,715,44
1812,715,29
1813,716,13
1814,716,26
1815,717,47
1816,718,10
1817,718,26
1818,719,11
1819,719,9
1820,719,34
1821,719,25
1822,720,9
1823,720,21
1824,720,50
1825,721,6
1826,721,28
1827,722,10
1828,722,10
1829,722,10
1830,722,35
1831,722,31
1832,723,41
1833,723,39
1834,723,28
1835,724,18
1836,725,16
1837,725,50
1838,726,14
1839,726,6
1840,726,29
1841,726,60
1842,727,13
1843,727,35
1844,728,11
1845,728,7
1846,728,11
1847,728,19
1848,729,31
1849,730,25
1850,730,56
1851,731,58
1852,732,19
1853,733,19
1854,733,31
1855,733,24
1856,734,22
1857,735,8
1858,735,23
1859,736,22
1860,736,37
1861,737,81
1862,737,66
1863,737,28
1864,737,19
1865,738,52
1866,739,7
1867,739,37
1868,739,25
1869,740,25
1870,741,7
1871,741,8
1872,741,38
1873,742,40
1874,743,21
1875,743,18
1876,743,26
1877,744,29
1878,745,52
1879,745,31
1880,746,31
1881,747,17
1882,747,19
1883,748,26
1884,749,7
1885,749,63
1886,750,53
1887,750,26
1888,751,16
1889,751,19
1890,751,45
1891,752,12
1892,752,12
1893,752,62
1894,753,8
1895,753,18
1896,753,20
1897,754,21
1898,754,19
1899,755,9
1900,755,57
1901,755,28
1902,756,43
1903,757,33
1904,758,18
1905,759,18
1906,760,18
1907,760,53
1908,760,36
1909,761,29
1910,761,20
1911,761,28
1912,761,18
1913,761,67
1914,762,52
1915,763,13
1916,763,21
1917,763,25
1918,764,17
1919,764,16
1920,764,18
1921,765,4
1922,765,11
1923,765,15
1924,765,18
1925,766,19
1926,766,42
1927,766,32
1928,766,47
1929,766,18
1930,767,19
1931,767,100
1932,767,18
1933,767,27
1934,768,14
1935,768,5
1936,768,18
1937,768,16
1938,768,27
1939,769,21
1940,770,18
1941,770,11
1942,770,51
1943,770,35
1944,771,18
1945,772,25
1946,773,15
1947,773,26
1948,774,4
1949,774,12
1950,774,18
1951,774,38
1952,774,50
1953,775,35
1954,776,38
1955,777,4
1956,777,16
1957,777,18
1958,778,25
1959,779,14
1960,779,25
1961,779,58
1962,780,53
1963,780,18
1964,780,22
1965,781,23
1966,782,26
1967,783,16
1968,783,50
1969,784,21
1970,785,8
1971,785,15
1972,785,46
1973,785,22
1974,786,29
1975,787,79
1976,788,57
1977,788,36
1978,789,38
1979,790,52
1980,790,26
1981,791,8
1982,791,7
1983,791,55
1984,792,56
1985,792,76
1986,792,20
1987,792,35
1988,793,9
1989,793,21
1990,793,54
1991,794,46
1992,794,47
1993,794,30
1994,794,31
1995,794,24
1996,794,100
1997,795,12
1998,795,5
1999,795,32
2000,796,44
2001,796,29
2002,796,94
2003,796,75
2004,796,21
2005,797,67
2006,798,31
2007,799,17
2008,799,4
2009,799,20
2010,799,63
2011,800,18
2012,800,26
2013,801,50
2014,802,21
2015,803,17
2016,803,7
2017,803,10
2018,803,14
2019,803,70
2020,803,30
2021,804,31
2022,805,9
2023,805,8
2024,805,17
2025,805,17
2026,805,40
2027,805,22
2028,806,53
2029,807,26
2030,807,86
2031,808,19
2032,808,21
2033,809,19
2034,809,22
2035,809,19
2036,810,5
2037,810,18
2038,810,42
2039,811,29
2040,811,37
2041,811,21
2042,811,36
2043,811,28
2044,812,31
2045,812,28
2046,813,5
2047,813,38
2048,813,28
2049,814,19
2050,815,24
2051,815,26
2052,816,16
2053,816,10
2054,816,55
2055,817,6
2056,817,37
2057,818,11
2058,818,6
2059,818,24
2060,818,26
2061,819,18
2062,819,11
2063,819,20
2064,819,35
2065,820,18
2066,821,20
2067,822,37
2068,822,23
2069,822,24
2070,823,16
2071,823,29
2072,823,41
2073,824,21
2074,825,54
2075,826,99
2076,827,8
2077,827,24
2078,827,23
2079,828,18
2080,828,100
2081,829,4
2082,829,14
2083,829,5
2084,829,18
2085,829,34
2086,829,19
2087,830,26
2088,831,36
2089,831,19
2090,832,11
2091,832,14
2092,832,9
2093,832,8
2094,832,25
2095,832,49
2096,833,34
2097,834,49
2098,834,32
2099,835,12
2100,835,14
2101,835,45
2102,836,31
2103,836,71
2104,837,14
2105,837,11
2106,837,13
2107,837,55
2108,837,20
2109,838,6
2110,838,14
2111,838,9
2112,838,5
2113,838,27
2114,839,28
2115,840,35
2116,840,49
2117,840,34
2118,841,27
2119,842,24
2120,842,33
2121,843,21
2122,844,21
2123,844,20
2124,844,25
2125,845,14
2126,845,18
2127,845,46
2128,846,10
2129,846,12
2130,846,15
2131,846,28
2132,847,69
2133,848,48
2134,848,27
2135,849,41
2136,850,53
2137,851,10
2138,851,52
